name,popularity,followers,updated_genre
Synthion,44.0,31857.0,'future bass'
QORA,27.0,571.0,
Andross,24.0,604.0,
Garrett Williamson,35.0,4481.0,
Sundial,54.0,45415.0,
ÊMIA,37.0,4337.0,
Squired,44.0,1552.0,
Jim Dooley,38.0,16162.0,'epicore'
Heavygrinder,25.0,2447.0,
Nino Anthony,4.0,95.0,
KOKIA,44.0,74096.0,'anime'
Sweet Female Attitude,47.0,16852.0,'bassline'
Beat Assassins,27.0,1267.0,'breakbeat'
Beta 2,10.0,871.0,'drumfunk'
Mindmapper,9.0,858.0,'deep liquid bass'
Silvahfonk,7.0,230.0,'dutch dnb'
Distant Future,7.0,188.0,
Maztek,24.0,11590.0,'darkstep'
Nusense,6.0,62.0,'deep liquid bass'
Phobia,2.0,34.0,
Tyrone,27.0,1068.0,
Sato,8.0,65.0,
Dabs,8.0,236.0,
L 33,28.0,10571.0,'neurofunk'
Taelimb,14.0,875.0,'deep dnb'
Kristin Berardi,7.0,565.0,'australian jazz'
Rafael Karlen,4.0,139.0,
Tim Maia,65.0,1347064.0,'brazilian boogie'
Arthur Nestrovski,29.0,1862.0,'violao'
Carlos Núñez,39.0,27698.0,'balfolk'
Arthur Mutanen,26.0,225.0,
Chediak,30.0,6987.0,'future bass'
adieu,28.0,388.0,
Keops & Raony,24.0,1669.0,
2STRANGE,45.0,2983.0,'r&b brasileiro'
Twin Pumpkin,38.0,6734.0,
Soulbridge,10.0,603.0,
Lukaijah,11.0,931.0,
Distant People,14.0,1328.0,'soulful house'
Guido P,2.0,39.0,
So Wonderful,0.0,2332.0,
Randy Norton,4.0,42.0,
볼빨간사춘기,67.0,1430423.0,'k-pop'
T-ARA,57.0,694908.0,'k-pop'
EXID,57.0,1378812.0,'k-pop'
Daniel Balavoine,58.0,352037.0,'chanson'
Radical G,25.0,2238.0,'belgian techno'
Kobosil,44.0,48851.0,'industrial techno'
Johnny Logan,49.0,21407.0,'dansktop'
Shacke One,44.0,25537.0,'german boom bap'
Volker Rosin,54.0,20545.0,'kindermusik'
Zo!,39.0,29845.0,'indie jazz'
Natalie Lauren,35.0,18890.0,'high vibe'
Gold Frame,11.0,33510.0,
Stas THEE Boss,29.0,1598.0,'seattle hip hop'
Jakka-B,31.0,4074.0,'deep happy hardcore'
Ryan Paris,49.0,14915.0,'italian disco'
Mike Watt,27.0,15228.0,
La 1919,1.0,208.0,'italian new wave'
Fausto Rossi,3.0,594.0,
Deadушки,13.0,1157.0,
Gabrielle Roth & the Mirrors,34.0,10301.0,'shamanic'
Milliarden,41.0,31289.0,'german indie'
Terry Lee Brown Jr.,23.0,5712.0,'deep deep house'
The Rock Steady Crew,28.0,1846.0,
Roxanne Shanté,27.0,74249.0,'electro'
Flying Steps,43.0,3518.0,
Flame,49.0,116494.0,'christian hip hop'
OMB Bloodbath,47.0,10986.0,
Hawdwerk,8.0,74.0,
The Deli,57.0,86763.0,'chillhop'
Es‐K,39.0,4044.0,'chillhop'
The Vision,46.0,9027.0,'deep house'
Blackout Ja,37.0,1752.0,'ragga jungle'
Version 5,27.0,657.0,
Malcolm Kirby Jr.,7.0,2123.0,
Mick Gordon,65.0,299883.0,'electronic djent'
Jack Wall,53.0,32695.0,'scorecore'
ARIUS,40.0,30805.0,
Michael Curran,13.0,528.0,'video game music'
Moonsound,38.0,1804.0,
Sllash,27.0,1918.0,
Paleface,44.0,38080.0,'finnish dance pop'
Clemens,39.0,42997.0,'danish hip hop'
Bai-D,30.0,473.0,
DNMO,57.0,36532.0,'uk dance'
Stirling,42.0,3655.0,
Monma,49.0,10191.0,'chillhop'
cocabona,48.0,2948.0,'chillhop'
Cryaotic,24.0,1406.0,
PewDiePie,55.0,729308.0,'antiviral pop'
Roomie,49.0,183512.0,'social media pop'
Dylan Locke,42.0,10638.0,
PsoGnar,39.0,14201.0,'gaming dubstep'
Cecile Believe,41.0,15560.0,'art pop'
Cherushii,14.0,2641.0,'outsider house'
Nu:Logic,37.0,31553.0,'drum and bass'
Sascha Funke,39.0,56858.0,'electronica'
Monro,24.0,562.0,
Teho Teardo,37.0,20739.0,'italian soundtrack'
Drinks On Me,46.0,5369.0,'bass house'
Romany,24.0,121.0,
Greymatter,12.0,1014.0,
Lil Silva,47.0,24499.0,'future garage'
Behrang Miri,28.0,2636.0,'swedish idol pop'
Maximani,4.0,236.0,
Kløver og Skarre R,12.0,1456.0,
Stig,48.0,72226.0,'finnish dance pop'
Pate Mustajärvi,46.0,24064.0,'classic finnish pop'
Jey Vazz,36.0,3280.0,'danish electronic'
Indigo Hearts,25.0,350.0,
Napa Cabbage,25.0,600.0,'chinese electropop'
Baku,11.0,16169.0,
Reece Taylor,30.0,934.0,
Joslo,7.0,133.0,
Spce CadeX,26.0,932.0,'pop edm'
Galardo,21.0,301.0,
Poorchoice,32.0,999.0,
Cam Sanders,8.0,148.0,
Abandoned,44.0,4807.0,'gaming edm'
InfiNoise,33.0,1123.0,'progressive trance'
Kreon,29.0,636.0,
Dropped Out,38.0,4462.0,'indian electronic'
Emberville,4.0,513.0,
KHEMIS,43.0,1039.0,
Phillip Berry,34.0,353.0,
District 1,0.0,46.0,
Alban Chela,49.0,2600.0,'traprun'
With Løve,40.0,1829.0,
J‐Marin,36.0,1721.0,
Lopes,0.0,27.0,
Alex Cortes,17.0,307.0,
NOMAD,0.0,31.0,
Ace Tyto,29.0,296.0,
Anikdote,47.0,15798.0,'gaming edm'
Cadmium,62.0,45035.0,'gaming edm'
Eli Raain,24.0,90.0,
NUDØ,9.0,799.0,'montreal indie'
Mind Invaders,27.0,2176.0,
Joan Ember,35.0,2630.0,
Grant Dawson,44.0,914.0,
Jonth,46.0,5998.0,'gaming edm'
2 Souls,31.0,1530.0,'traprun'
Olivia Reid,39.0,2001.0,
GLADES,50.0,81646.0,'alt z'
Dom Vino,11.0,29.0,
LANKS,47.0,25776.0,'australian indie'
Kali,18.0,34.0,
Michel Dida,36.0,3611.0,'swedish hip hop'
Gellero,26.0,534.0,
Pluko,53.0,51813.0,'bass trap'
ilo ilo,40.0,13444.0,'future bass'
Wolfskind,42.0,1801.0,
Bayuk,43.0,2235.0,'stuttgart indie'
Carmen Rizzo,16.0,1807.0,'ambient fusion'
PredZ,9.0,442.0,
Paige,8.0,86.0,
Jody,0.0,9.0,
Toxic Holocaust,42.0,110326.0,'black thrash'
Candlemass,45.0,150568.0,'death metal'
Hypocrisy,48.0,142688.0,'black metal'
Crematory,33.0,49881.0,'gothic metal'
Kataklysm,48.0,122026.0,'brutal death metal'
Susperia,22.0,7566.0,'black thrash'
Angelus Apatrida,36.0,40055.0,'latin metal'
Glenn Branca,23.0,17317.0,'avant-garde'
Karl Seglem,27.0,1544.0,'jazz saxophone'
Mercury Rev,48.0,100299.0,'alternative rock'
Marianne Faithfull,56.0,154723.0,'art rock'
Josh T. Pearson,16.0,8784.0,
Mario Díaz de León,5.0,546.0,'tzadik'
Alexandra Billings,3.0,75.0,
Lisa Loeb,52.0,166632.0,'lilith'
Utkarsh Ambudkar,22.0,3232.0,
Melora Hardin,9.0,460.0,
Adam Irigoyen,16.0,15793.0,
Santino Fontana,60.0,5277.0,'broadway'
Lea Salonga,64.0,151860.0,'hollywood'
Brie Larson,54.0,33937.0,'post-teen pop'
Spechouse,6.0,65.0,
PTtheGospelSpitter,36.0,75996.0,
DaLomonze,4.0,1133.0,
Bishop Andrew Merrit,6.0,169.0,
Samurai Del,27.0,935.0,
Manu Zain,26.0,1423.0,
Silent Gloves,10.0,681.0,
Moon Boots,51.0,86031.0,'deep house'
Basic Tape,45.0,5363.0,'new french touch'
Nils Hoffmann,60.0,25238.0,'deep minimal techno'
Bongbeck,29.0,2232.0,'organic house'
Wood,38.0,933.0,
Braunholz,2.0,42.0,
Crash Test Dummies,57.0,232237.0,'canadian rock'
The Guest and the Host,28.0,1228.0,
Alexkid,23.0,3241.0,
PrototypeRaptor,46.0,20240.0,'complextro'
Trespass,0.0,185.0,
Zander,1.0,1157.0,
Isenberg,22.0,3557.0,
BodyBlow,9.0,18.0,
Just10,9.0,190.0,
Steve Darko,33.0,12156.0,'bass house'
Owen,60.0,19686.0,'swedish gangsta rap'
Thrife,56.0,42565.0,'swedish gangsta rap'
Dani M,64.0,66635.0,'swedish gangsta rap'
Nigma,41.0,3276.0,'swedish drill'
Rami,55.0,13602.0,'swedish gangsta rap'
Houman Sebghati,23.0,2161.0,'swedish hip hop'
Finess,35.0,4285.0,'swedish hip hop'
Stress,42.0,27291.0,'swedish gangsta rap'
Allyawan,44.0,19393.0,'gothenburg hip hop'
Christian Brøns,38.0,8445.0,'classic danish pop'
Freda',31.0,9266.0,'classic swedish pop'
Promoe,44.0,46447.0,'conscious hip hop'
Adam Tensta,34.0,8048.0,'swedish hip hop'
Bade Ghulam Ali Khan,25.0,40541.0,'ghazal'
Laura Allan,9.0,588.0,
Paul Haslinger,43.0,9910.0,'epicore'
The Karnataka College of Percussion,8.0,84.0,'indian percussion'
Self Esteem,50.0,29610.0,'chamber psych'
Nina de Juan,46.0,675.0,
Joe Bonamassa,63.0,765782.0,'blues'
John Adams,56.0,16757.0,'acoustic cover'
Kevin Simm,46.0,8347.0,'acoustic cover'
Amber Leigh Irish,56.0,18828.0,'acoustic cover'
I Set My Friends on Fire,46.0,119752.0,'electropowerpop'
Alice Ivy,45.0,17996.0,'australian electropop'
Alizade,38.0,5369.0,
Iluminatik,50.0,177579.0,'latin hip hop'
Linval Thompson,39.0,33128.0,'dub'
Hempress Sativa,40.0,40047.0,'modern reggae'
Kingsley Ibeneche,29.0,934.0,
Crystal F,54.0,29985.0,'deep german hip hop'
Tamas,45.0,11610.0,
Yung_fsk18,22.0,686.0,
MOSA,16.0,48.0,
Hoaprox,44.0,12836.0,'v-pop'
Tessa Rose Jackson,35.0,2260.0,'dutch indie'
Horse Meat Disco,43.0,19711.0,'deep house'
INFIDELIX,33.0,19948.0,'irish hip hop'
ortoPilot,46.0,62402.0,'viral pop'
Hunter Brothers,46.0,30503.0,'canadian contemporary country'
Zeca Baleiro,61.0,830606.0,'brazilian rock'
Zé Ramalho,67.0,1904169.0,'brazilian rock'
Charly García,67.0,1179424.0,'argentine rock'
Eduardo Falú,33.0,25675.0,'chamame'
Leo Maslíah,28.0,10525.0,'canto popular uruguayo'
Martin K4rma,34.0,9171.0,'finnish techno'
The Kiffness,52.0,75946.0,'cape town indie'
Delline Bass,50.0,537.0,
Neil Finn,46.0,71477.0,'nz singer-songwriter'
Silly,41.0,49533.0,'german pop'
Pete „Wyoming“ Bender,3.0,126.0,
Владимир Кузьмин,40.0,54564.0,'classic russian pop'
Валерий Леонтьев,38.0,45613.0,'classic russian pop'
Aweminus,37.0,24689.0,'dubstep'
animvl,2.0,30.0,
K+Lab,33.0,10964.0,'nz dnb'
Sixten,24.0,141.0,
Copycatt,24.0,8311.0,'future bass'
Pensive,9.0,279.0,
Vorso,35.0,10991.0,'deep dnb'
Ed Starink,11.0,506.0,'synthesizer'
Hubert-Félix Thiéfaine,49.0,70620.0,'chanson'
Lionel Loueke,38.0,22498.0,'beninese pop'
El Mulatoide & EriFary,3.0,15.0,
DJ Walgee,1.0,2.0,
Yonca Evcimik,44.0,70368.0,'deep turkish pop'
İrem Derici,58.0,779137.0,'turkish pop'
Emre Aydın,65.0,737994.0,'turkish pop'
Мумий Тролль,59.0,517897.0,'classic russian rock'
L.B. One,51.0,7118.0,
Deepest Blue,44.0,5568.0,'vocal house'
Oscar Zia,45.0,28295.0,'europop'
Nadia Malm,32.0,557.0,
ZES,37.0,13478.0,'future bass'
Kaki King,40.0,56271.0,'instrumental acoustic guitar'
John Vanderslice,30.0,10098.0,'gainesville indie'
Oh Pep!,35.0,14003.0,'australian americana'
Superchunk,44.0,63593.0,'alternative pop'
Matthew E. White,47.0,28661.0,'chamber pop'
Foundry,9.0,1054.0,'ukg revival'
9TRANE,4.0,267.0,
Alex Session,9.0,242.0,
Grim Sickers,30.0,5505.0,'birmingham grime'
Aagentah,7.0,474.0,
Ava Silver,44.0,568.0,
Aalto,27.0,4706.0,'uplifting trance'
John Tejada,38.0,42993.0,'dub techno'
Jakob Skøtt,4.0,658.0,'neo-kraut'
Rocketship,29.0,6549.0,'alternative pop'
bvdub,32.0,15086.0,'ambient'
Spinline,20.0,432.0,'deep liquid bass'
Melissa Mathes,1.0,20.0,
Mark Norman,23.0,2246.0,'dutch trance'
Hilmar Örn Hilmarsson,39.0,8493.0,'compositional ambient'
Steindór Andersen,39.0,257.0,
María Huld Markan Sigfúsdóttir,39.0,866.0,'icelandic classical'
Siavash Amini,16.0,2614.0,'iranian experimental'
Los Campesinos!,57.0,124203.0,'anti-folk'
Times New Viking,17.0,8536.0,'columbus ohio indie'
Greg Coates,28.0,34.0,
Mark Kozelek,39.0,55751.0,'chamber pop'
Jason Willett,2.0,64.0,
R. Stevie Moore,37.0,29737.0,'experimental'
Strobe Talbot,0.0,55.0,
Weak Signal,8.0,644.0,'garage psych'
Emma Swift,22.0,1616.0,
Brandon Wardell,13.0,12.0,
J Mascis,40.0,67316.0,'alternative rock'
Jukebox the Ghost,61.0,178587.0,'chamber pop'
Nightcomber,3.0,28.0,
Hannah Winkler,27.0,250.0,
Nora en Pure,66.0,311776.0,'deep house'
Alyx Ander,41.0,6553.0,
Rajeev Armando Morabito,33.0,3897.0,'epicore'
Simon O’Shine,32.0,10414.0,'progressive uplifting trance'
Смысловые галлюцинации,48.0,269727.0,'classic russian rock'
Линда,44.0,78181.0,'classic russian rock'
MIA BOYKA,51.0,167431.0,'russian pop'
Мальбэк,47.0,175985.0,'russian alt pop'
David Bintsene,0.0,31.0,
Tiscore,59.0,1458.0,
Peter Ries,34.0,481.0,
Noire Lee,34.0,927.0,
Raw Tech Audio,7.0,87.0,
Indrė Jurgelevičiūtė,0.0,15.0,
The Joy Formidable,42.0,113695.0,'indie rock'
Chaton,1.0,37.0,
Dirty Doering,45.0,50930.0,'deep euro house'
Noel McKoy,23.0,630.0,
Alice Russell,55.0,63227.0,'british soul'
Niko Schwind,42.0,12121.0,'organic house'
Tigerskin,30.0,7682.0,'german techno'
Jake Beautyman,8.0,97.0,
Christian Henson,25.0,1777.0,'british soundtrack'
Black Sifichi,38.0,2090.0,
Autechre,46.0,172770.0,'abstract'
Boards of Canada,61.0,496172.0,'ambient'
Regal,43.0,37300.0,'acid techno'
Juxta Position,17.0,666.0,
Deepgroove,4.0,269.0,
Florian Meindl,23.0,8189.0,'minimal techno'
Openwater,23.0,767.0,
Aljosha Konstanty,59.0,48063.0,'chillstep'
Terry da Libra,34.0,3526.0,'progressive trance'
Tanto Metro & Devonte,46.0,48802.0,'dancehall'
Kari Bremnes,47.0,34614.0,'classic norwegian pop'
Old Man’s Child,34.0,60712.0,'autonomous black metal'
Chris Loco,30.0,2002.0,
Foure,10.0,83.0,
Santa Hates You,29.0,10310.0,'aggrotech'
Daniela Alfinito,47.0,15349.0,'discofox'
Bürger Lars Dietrich,33.0,3396.0,'kindermusik'
Tim Toupet,53.0,38940.0,'discofox'
flumpool,51.0,394533.0,'anime'
蕭敬騰,55.0,442968.0,'mandopop'
許志安,49.0,61894.0,'c-pop'
陳慧琳,50.0,108541.0,'c-pop'
陳慧嫻,49.0,110931.0,'c-pop'
Gin Lee,48.0,51337.0,'c-pop'
Shohanna,5.0,67.0,
Puli Moreno,0.0,251.0,
Kai Lüftner,26.0,2603.0,
Yung Kafa & Kücük Efendi,55.0,92699.0,'german hip hop'
Sylabil Spill,28.0,12058.0,'german boom bap'
Caribou,62.0,584205.0,'alternative dance'
Justus Köhncke,30.0,7390.0,'cologne electronic'
LaBelle,47.0,56127.0,'disco'
Annisokay,55.0,104911.0,'german metalcore'
Therion,51.0,249060.0,'gothic metal'
Nightwish,69.0,1797709.0,'finnish metal'
After Forever,43.0,120215.0,'dutch metal'
Sirenia,47.0,185417.0,'gothic metal'
Amorphis,59.0,257834.0,'finnish death metal'
Jon Peter Lewis,10.0,688.0,'idol'
Wet Willie,38.0,40155.0,'country rock'
Zakk Wylde,59.0,453942.0,'hard rock'
James Gang,54.0,272055.0,'album rock'
Caffeine Mit Cocaine,3.0,194.0,
Avenue Blue,1.0,13.0,
Eric Johnson,51.0,200347.0,'instrumental bluegrass'
Markus Reuter,15.0,1610.0,'ambient'
Ian Boddy,17.0,3192.0,'ambient'
Der Blutharsch,19.0,7740.0,'martial industrial'
The Body,39.0,48070.0,'dark jazz'
Big D and the Kids Table,42.0,55967.0,'modern ska punk'
Michael Penn,35.0,11508.0,'power pop'
Versus,16.0,3016.0,'alternative pop'
White Hills,24.0,13819.0,'instrumental stoner rock'
The Cosmic Dead,6.0,2706.0,'drone rock'
Overcast,10.0,3438.0,'metalcore'
Decapitated,48.0,172765.0,'brutal death metal'
Cathedral,32.0,53248.0,'doom metal'
Samael,41.0,96136.0,'black metal'
Beherit,30.0,35081.0,'black death'
The Get Up Kids,45.0,116185.0,'emo'
God Forbid,32.0,58967.0,'melodic metalcore'
Poseidótica,16.0,7531.0,'latin american heavy psych'
Red Fang,48.0,207561.0,'portland metal'
Looking for an Answer,11.0,4802.0,'grindcore'
Les Slugs,2.0,211.0,
Sabbat,23.0,9402.0,'japanese black metal'
Front Beast,4.0,592.0,'german black metal'
Yawning Man,35.0,29271.0,'instrumental rock'
Yawning Sons,6.0,1078.0,'instrumental stoner rock'
Avey Tare,36.0,32445.0,'experimental pop'
Ryley Walker,40.0,34340.0,'alternative country'
Iceburn,6.0,1501.0,'jazzcore'
Jeremy Cunningham,10.0,1620.0,'experimental jazz'
Clementine Gasser,0.0,1.0,
Hoff Ensemble,11.0,565.0,
Doomriders,32.0,26229.0,'boston metal'
Asobi Seksu,36.0,36990.0,'dream pop'
Torche,36.0,52585.0,'miami metal'
Lisa Bella Donna,17.0,3188.0,'modular synth'
THE NOVEMBERS,35.0,33792.0,'j-rock'
Uniform,28.0,16880.0,'nyc metal'
Endon,11.0,3849.0,'japanese black metal'
Circle,34.0,6156.0,'finnish progressive rock'
Shotahirama,1.0,218.0,
Code Orange,48.0,161337.0,'pennsylvania hardcore'
Nails,46.0,81390.0,'chaotic hardcore'
Grouper,59.0,168581.0,'ambient'
Dirty Beaches,40.0,56217.0,'experimental pop'
Carla Bozulich,9.0,4200.0,
Abul Mogard,34.0,16675.0,'ambient'
Kenji Siratori,1.0,201.0,'japanoise'
Steven R. Smith,14.0,2980.0,'drone folk'
Martin Stig Andersen,32.0,4190.0,'video game music'
Tapage,7.0,1936.0,'abstract idm'
OvO,27.0,2227.0,'italian occult psychedelia'
Daniel Avery,49.0,89363.0,'ambient techno'
Trepaneringsritualen,18.0,6896.0,'death industrial'
Paul Cary,7.0,352.0,
The Intelligence,18.0,8421.0,'art punk'
Animal Collective,60.0,470190.0,'alternative dance'
Graham Bowers,5.0,467.0,'british experimental'
John Wolf Brennan,3.0,73.0,
Luc Mishalle,0.0,15.0,
Andrew Liles,3.0,907.0,'ambient industrial'
Wire,49.0,151897.0,'alternative rock'
Leo Kottke,46.0,44274.0,'american primitive'
TV Pow,0.0,73.0,'electroacoustic improvisation'
The Bangles,65.0,1031433.0,'album rock'
Robedoor,3.0,1233.0,'experimental psych'
Orphan Fairytale,0.0,292.0,'belgian experimental'
Colossal Yes,0.0,98.0,
William Tyler,43.0,32095.0,'alternative country'
Vibracathedral Orchestra,6.0,3022.0,'british experimental'
Magoo,44.0,2376.0,
Fuck Buttons,33.0,55114.0,'bristol electronic'
幾何学模様,48.0,183630.0,'instrumental stoner rock'
Dmonstrations,0.0,219.0,'noise punk'
Escapade,0.0,86.0,'deep space rock'
Anthroprophh,2.0,783.0,
Yoo Doo Right,22.0,1357.0,'canadian psychedelic rock'
Paul Kidney Experience,0.0,24.0,
Comets on Fire,12.0,7263.0,'bay area indie'
Danny Cavanagh,26.0,8672.0,'modern progressive rock'
Timothy Michael Wynn,38.0,3503.0,'scorecore'
Kalle Moraeus,38.0,10259.0,'classic swedish pop'
Drapht,54.0,114206.0,'australian hip hop'
Achim Mentzel,5.0,321.0,
Bert Hendrix,6.0,51.0,
Dagmar Frederic,6.0,283.0,
Sapukái,1.0,18.0,
Le Concert lorrain,0.0,4.0,
Anne-Catherine Bucher,3.0,13.0,
Magnus Öström,43.0,6553.0,'contemporary jazz'
David Linx,25.0,1742.0,'belgian jazz'
Diederik Wissels,15.0,419.0,'dutch jazz'
Julia Axen,3.0,137.0,
Chris Hillman,36.0,14665.0,'country rock'
Brigitte Helbig,0.0,9.0,
Arizona Wind Quintet,0.0,1.0,
Jackie Glazier,0.0,10.0,
Theodore Buchholz,0.0,4.0,
Tannis Gibson,1.0,15.0,
Alexander Tentser,0.0,0.0,
Rex Woods,2.0,11.0,
Ferdinand Zellbell,5.0,19.0,
Hinrich Philip Johnsen,2.0,59.0,'galante era'
Andrea Jürgens,42.0,33732.0,'classic schlager'
Roland Van Campenhout,16.0,1863.0,'belgian blues'
Mauro Pawlowski,29.0,2124.0,'belgian indie'
Casimir Liberski,14.0,1995.0,
Mike Ladd,35.0,3129.0,'bronx hip hop'
Hương Thanh,12.0,1014.0,'vietnamese traditional'
Ngô Hồng Quang,20.0,1094.0,
Ursula Poznanski,49.0,3554.0,
Daan Vandewalle,4.0,100.0,'contemporary classical piano'
Jacques Israelievitch,6.0,73.0,
Maria Jonas,28.0,77.0,
Convoce Coeln,0.0,1.0,
Enrico Rava Quintet,5.0,766.0,'ecm-style jazz'
Michel Herr,10.0,123.0,'belgian jazz'
André Chéron,1.0,9.0,
Gersende Florens,0.0,4.0,
Marcus Price,0.0,0.0,
Alessandro Rodino,0.0,0.0,
Dorothy Ashby,48.0,56968.0,'funk'
David Amram,7.0,622.0,
Cyril Atef,20.0,325.0,
Andy Snitzer,34.0,18.0,'deep smooth jazz'
Eric Marienthal,42.0,28301.0,'smooth jazz'
Sebastian Studnitzky,36.0,4851.0,'german jazz'
Bart Maris,1.0,89.0,'belgian modern jazz'
Liisi Koikson,28.0,3560.0,'estonian pop'
Герман Германович Галынин,0.0,17.0,
Ekaterina Litvintseva,12.0,11.0,
Bathory,49.0,252237.0,'autonomous black metal'
Louise Hoffsten,38.0,15057.0,'classic swedish pop'
Dave Lindholm,31.0,8396.0,'classic finnish rock'
Joseph Ruiz de Samaniego,0.0,17.0,
Lucette van den Berg,18.0,534.0,
[Disney],79.0,111548.0,
La Grande Sophie,39.0,50944.0,'chanson'
Stefano Ianne,4.0,281.0,
Valter Sivilotti,0.0,13.0,
John Dieterich,8.0,193.0,
Silvia Iriondo,20.0,5658.0,'cantautora argentina'
Christophe,54.0,112200.0,'chanson'
Benjamin Lew,16.0,1922.0,'belgian experimental'
Jean‐Jacques Perrey,35.0,21328.0,'exotica'
高見沢俊彦,18.0,1677.0,'japanese power metal'
Pages,37.0,11516.0,'deep soft rock'
甄妮,46.0,29112.0,'c-pop'
Livingston Taylor,30.0,6656.0,'audiophile vocal'
Secret Garden,61.0,202715.0,'bow pop'
Áine Minogue,39.0,8299.0,'celtic'
Auguste Blondeau,0.0,4.0,
A.B. Original,38.0,27882.0,'australian hip hop'
Kathleen Edwards,46.0,51678.0,'alternative country'
Justin Rutledge,26.0,5021.0,'canadian americana'
The Tragically Hip,62.0,798734.0,'canadian indie'
Natalie Grant,1.0,12.0,
Riccardo Cocciante,53.0,220599.0,"""canzone d'autore"""
Matheo,54.0,7415.0,
Songer,56.0,27293.0,'chill drill'
vsteeze,34.0,1353.0,
Cristina Vee,53.0,19529.0,'otacore'
Trying Times,28.0,3185.0,
Skratch Bastid,27.0,7622.0,'atlantic canada hip hop'
Thornetta Davis,21.0,2226.0,
The Chambers Brothers,42.0,22710.0,'classic garage rock'
Lowell Fulson,38.0,20409.0,'blues'
D-Mente,31.0,11578.0,'argentine metal'
The Dillards,39.0,17518.0,'appalachian folk'
John Klemmer,34.0,10115.0,'jazz funk'
Jeff Cosgrove,7.0,123.0,
Joss Ackland,0.0,22.0,
Out of It,18.0,815.0,
Eléonor,8.0,191.0,
Jo Lemaire,27.0,2018.0,'belgian new wave'
Philippe Robrecht,27.0,1370.0,'classic belgian pop'
Yasmine,33.0,2631.0,'kleinkunst'
SUMIN,51.0,40590.0,'k-indie'
Harriet Jaxxon,33.0,3189.0,'uk dnb'
Danny Graft,33.0,160.0,
Jonny Dutch,33.0,73.0,
CHANEY,47.0,2596.0,'deep groove house'
Sad Meal,21.0,3544.0,
iFeature,27.0,2985.0,'gaming dubstep'
Kaval,24.0,1870.0,
Pez,34.0,28692.0,'argentine indie'
神前暁,48.0,10671.0,'anime score'
TK,64.0,325227.0,'j-poprock'
Eve,73.0,1447747.0,'anime'
林哲司,13.0,531.0,
坂本冬美,48.0,69995.0,'enka'
TMSV,22.0,6461.0,'classic dubstep'
ChaseR,18.0,1646.0,'russian dnb'
Fatloaf,18.0,1043.0,'russian dnb'
Subminderz,0.0,0.0,
Raiden,12.0,2863.0,'darkstep'
Disphonia,27.0,4545.0,'neurofunk'
Proktah,2.0,604.0,'neurostep'
Atlantic Connection,32.0,7680.0,'drumfunk'
Qo,31.0,4121.0,'neurofunk'
Grey Code,35.0,6108.0,'deep dnb'
Synth Ethics,15.0,550.0,
Dub Elements,33.0,9805.0,'darkstep'
Icicle,35.0,22164.0,'drumfunk'
Maduk,56.0,78341.0,'chillstep'
Proxima,16.0,2939.0,'uk dnb'
Heavy1,1.0,21.0,
Miss Redflower,13.0,167.0,'darkstep'
Borderline,16.0,1645.0,'nz dnb'
ICBM,2.0,29.0,
Silence Groove,33.0,5881.0,'liquid funk'
Future Signal,9.0,1133.0,'neurostep'
The Funktion,1.0,146.0,
Meth,9.0,318.0,
Outrage,7.0,279.0,
Data,10.0,16.0,
Ed:it,29.0,6076.0,'deep dnb'
Changing Faces,29.0,3228.0,'slovak electronic'
Skyweep,10.0,496.0,
Vasilisa,1.0,64.0,'world chill'
Erick Trodly,0.0,3.0,
Bachelors of Science,32.0,16745.0,'drum and bass'
Ben Soundscape,18.0,961.0,'uk dnb'
Militia,1.0,202.0,
Calculon,9.0,763.0,'deep liquid'
Dextems,11.0,1298.0,'darkstep'
MISSIN,6.0,321.0,
Visages,42.0,6263.0,'deep dnb'
Zombie Cats,34.0,8098.0,'german dnb'
MC tha Watcher,49.0,3843.0,
Response,16.0,1020.0,'breaks'
Flava,4.0,91.0,
Chrono,35.0,1117.0,'dark hardcore'
Gnod,28.0,11571.0,'dark jazz'
G36,9.0,381.0,'dub metal'
Deebs,10.0,1161.0,'vapor house'
Syon,50.0,750.0,
Thisquietarmy,9.0,2690.0,'ambient post-rock'
Windy & Carl,32.0,14825.0,'ambient'
Mike Dehnert,20.0,7443.0,'minimal dub'
Hemlock Ernst,42.0,13975.0,'jazz rap'
Lucero,47.0,89133.0,'alternative country'
Metropolis Ensemble,2.0,73.0,
Benjamin Schoos,19.0,1870.0,
Nada Surf,52.0,158746.0,'indie rock'
Lou Barlow,26.0,17948.0,'alternative rock'
Annelies Monseré,3.0,284.0,'ghent indie'
Casino Versus Japan,38.0,23941.0,'ambient'
West America,2.0,103.0,
piglet,16.0,399.0,
D33J,49.0,16218.0,'abstract beats'
Advance Base,32.0,6678.0,'autoharp'
Protector 101,22.0,4698.0,'synthwave'
Death Grips,63.0,675866.0,'alternative hip hop'
Hugo Lobo,36.0,5840.0,'argentine reggae'
Emilíana Torrini,52.0,174975.0,'electronica'
Erlend Øye,51.0,140750.0,'alternative dance'
Charli Adams,46.0,14580.0,'indie pop'
Eddie Redmayne,53.0,37255.0,'hollywood'
Hafez Nazeri,30.0,4992.0,'oriental classical'
Dariush Talâ'i,8.0,1411.0,'persian traditional'
بیژن کامکار,15.0,2466.0,'persian traditional'
Katrin Fröhlich,36.0,43.0,
Manowar,57.0,789082.0,'comic metal'
